feature_1,Design Option,Category,Family,Type,Horizontal Profile Offset,Vertical Profile Offset,Length,Family and Type,Type Id,Phase Created,Phase Demolished,Angle,Profile,Type Name,Family Name,Material,Base Level,Base Offset,Column Style,Level,Moves With Grids,Top Level,Top Offset,Volume,Host Id,Structural Material,Base Connection,Enable Analytical Model,Top Connection,Ht,b,kr,t,Keynote,A,Section Shape,Shape,W,Eccentricity,Area,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Width,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Default End Extension Length,Do Not Break At Inserts,Foundation Thickness,Structural Usage,Elevation from Level,Host,Schedule Level,Offset,Mark,AssetIdentifier,BarCode,Assembly Description,Description,EAN code,Installation instructions,Manufacturer,Model,OmniClass Number,OmniClass Title,Product Guid,Product data url,Technical description,Type Comments,Type Mark,URL,Thickness,Base Constraint,Top Constraint,Unconnected Height,Corner Mullion,Position,Width on side 1,Width on side 2,Wardrobe-Door,Blanket visibility,Base Offset From Level,Cutoff Level,Cutoff Offset,Related to Mass,Room Bounding,Fascia Depth,Maximum Ridge Height,Rafter Cut,Slope,Absorptance,Roughness,Default Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Height Offset From Level,Perimeter,Span Direction,Structural,Display in Hidden Views,Glazing Type,Sill Height,Head Height,FRAME,Analytic Construction,Wall Closure,Core Frame Length,Core Frame Width,Full Door Handle Height,Full Panel Height,Lower Handle Height,Mid Rail Height,Panel Width,Full Height Door,MidRail,No MidRail,Top Panel Visible,Base Extension Distance,Base is Attached,Location Line,Top Extension Distance,Top is Attached,Wrapping at Ends,Wrapping at Inserts,Justification,Number,Automatically Embed,Curtain Panel,Join Condition,Adjust for Mullion Size,Layout,Spacing,Border 1 Type,Border 2 Type,Interior Type
10512822,None,OST_FurnitureSystems,Chair,Chair,,,,Chair,Chair,New Construction,None,,,Chair,Haworth_m sit-3 Seating,,,,,00 GROUND,,,,0.57 m³,None,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,0,Level : 00 GROUND,,,,,,Furniture & Accessories,Haworth_m sit-Seating,,,Haworth,Haworth_m sit-Seating,23.40.70.14.64.21,Systems Furniture,,,,,,http://haworthcollection.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210871,None,OST_Casework,Bathroom Counters 9,Bathroom Counters 9,,,,Bathroom Counters 9,Bathroom Counters 9,New Construction,None,,,Bathroom Counters 9,Bathroom Counters 21,,,,,None,,,,,None,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7212029,None,OST_Casework,Bathroom Counters 9,Bathroom Counters 9,,,,Bathroom Counters 9,Bathroom Counters 9,New Construction,None,,,Bathroom Counters 9,Bathroom Counters 24,,,,,None,,,,,None,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10622939,None,OST_ShaftOpening,,,,,,,,New Construction,None,,,,,,,-150,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,01 FIRST,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348094,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,308,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348096,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348098,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348099,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348410,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1571,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348411,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1571,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348412,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348413,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349115,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,941,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349116,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,941,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349117,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349118,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349393,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1102,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349394,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349395,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349396,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349397,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349398,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349399,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349400,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1102,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349401,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349402,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349575,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1416,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349576,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1416,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349577,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349578,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350836,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,337,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350837,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,808,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350838,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,808,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350839,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,862,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350840,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,85,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350841,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1715,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350886,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,227,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350887,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,227,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350888,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350889,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10351185,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,85,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10413539,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1800,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10413540,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,308,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10428924,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,862,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10428925,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,54,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438466,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,85,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443734,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,54,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443735,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,337,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780539,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1715,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780540,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,85,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780547,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1715,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780548,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1715,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951069,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,952,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951070,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1762,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951071,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,1762,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.01 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951072,None,OST_CurtainWallMullions,38x76mm,38x76mm,,,681,38x76mm,38x76mm,New Construction,None,0.00°,-3,38x76mm,Rectangular Mullion,533,,,,00 GROUND,,,,0.00 m³,Mesh Fence,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,76,,,,No,-3,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
